epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.0023923803287569756,0.0023923803287569756,0.002365725673735142,0.002365725673735142
1,0.001862450412267612,0.0018624504165792907,0.0013584353495389224,0.0013584353495389224
2,0.0011599482271394887,0.0011599482271394887,0.0010173991788178683,0.0010173991788178683
3,0.0009689708894268139,0.0009689708843965221,0.000919769739266485,0.0009197697276249528
4,0.0008401421996776337,0.0008401422011148599,0.0008565903757698834,0.0008565903757698834
5,0.0007536305807369911,0.000753630580018378,0.000796585704665631,0.000796585704665631
6,0.000684948089061144,0.0006849480872646112,0.0007961777504533529,0.0007961777504533529
7,0.0006305763773177463,0.0006305763776770528,0.0008390948758460581,0.0008390948758460581
8,0.0005763491463307061,0.0005763491463307061,0.0006816685898229479,0.0006816685898229479
9,0.0005361190555117058,0.0005361190547930927,0.0006290111690759659,0.0006290111632551998
10,0.0004969447172810266,0.0004969447154844938,0.0006096704164519906,0.0006096704048104585
11,0.0004743894768367165,0.0004743894753994903,0.0006590613047592342,0.0006590613047592342
12,0.0004327571102889416,0.0004327571120854743,0.0006141721096355468,0.0006141721154563129
13,0.00040485864658954977,0.0004048586469488563,0.0005942224233876914,0.0005942224233876914
14,0.0003919454949353189,0.00039194549601323855,0.0005771356634795665,0.0005771356693003327
15,0.0003616655813846277,0.00036166558282185393,0.0006187410326674581,0.0006187410210259259
16,0.00034488816217398616,0.0003448881618146796,0.0006208144593983888,0.0006208144710399211
17,0.0003311273375638174,0.00033112733666555103,0.0005655948421917856,0.0005655948421917856
18,0.0003100693009198747,0.00031006930056056814,0.0005590908054728061,0.0005590908112935722
19,0.000287759384926535,0.00028775938528584154,0.0005710582772735506,0.0005710582656320185
20,0.0002784320016040892,0.00027843200214304904,0.0005472284567076713,0.0005472284450661391
21,0.0002551320379737903,0.0002551320385127501,0.0005569694505538792,0.0005569694505538792
22,0.0002476292533690777,0.0002476292526504646,0.0005186166905332357,0.0005186166905332357
23,0.00023934776532926516,0.00023934776362255906,0.0005306706763803959,0.0005306706705596298
24,0.00023216393741744536,0.0002321639370581388,0.0005725415947381407,0.0005725416063796729
25,0.00022068244665947363,0.00022068244630016708,0.0005529687565285713,0.0005529687565285713
26,0.00021004660200919773,0.00021004660200919773,0.0005085791344754398,0.0005085791344754398
27,0.00019676432701224393,0.00019676432602415092,0.0005244921601843088,0.0005244921543635428
28,0.0001929715684655318,0.00019297156819605187,0.0004992753965780139,0.0004992753907572478
29,0.00018137309980150427,0.0001813730991727178,0.0004843570466618985,0.0004843570466618985
30,0.00017481697477144477,0.00017481697378335175,0.0005397470609750599,0.0005397470551542938
31,0.00016924159412335513,0.00016924159448266168,0.0004755326022859663,0.0004755326022859663
32,0.00016006598601916828,0.00016006598574968837,0.0004862512229010463,0.0004862512170802802
33,0.00015198251379461224,0.00015198251352513233,0.00048459098325110973,0.0004845909890718758
34,0.00015202644144552817,0.00015202644099639498,0.0005215942044742405,0.0005215942044742405
35,0.0001459974709525992,0.00014599747238982537,0.000489143596496433,0.000489143596496433
36,0.00013867578331602416,0.00013867578376515734,0.0004794654436409473,0.00047946543782018125
37,0.0001321612575406174,0.0001321612568220043,0.0004948234709445387,0.0004948234709445387
38,0.0001358227663455002,0.00013582276625567356,0.0004768278624396771,0.0004768278624396771
39,0.0001259870240809741,0.00012598702381149418,0.00048745176172815263,0.00048745176172815263
40,0.00011856778202158755,0.00011856778202158755,0.00046438192948698996,0.00046438191784545777
41,0.00011306987316520126,0.00011306987352450781,0.00047440886264666916,0.00047440886264666916
42,0.00010497764163085742,0.00010497764194525065,0.0004583203000947833,0.0004583202942740172
43,0.00010180409829186873,0.00010180409802238882,0.0004694834293331951,0.000469483423512429
44,9.755264110015245e-05,9.755264181876555e-05,0.00046658102655783296,0.00046658102655783296
45,9.616947423682525e-05,9.616947414699861e-05,0.0005025626858696341,0.0005025626858696341
46,9.218270618778963e-05,9.218270672674946e-05,0.00045618802541866896,0.0004561880195979029
47,8.544187441634957e-05,8.54418740121297e-05,0.0005056876456364989,0.0005056876456364989
48,8.850091156394531e-05,8.850091183342522e-05,0.0004650979768484831,0.0004650979826692492
49,8.93684754160342e-05,8.936847523638093e-05,0.0004717937845271081,0.0004717937845271081
50,7.957097055443654e-05,7.957097073408982e-05,0.00048455188516527414,0.0004845518909860402
51,7.722990541182814e-05,7.722990550165478e-05,0.00044214713270775976,0.00044214713270775976
52,7.39433674391842e-05,7.394336730444425e-05,0.00044646316673606633,0.00044646316673606633
53,7.36158198614484e-05,7.361581990636172e-05,0.00047290924121625724,0.0004729092353954911
54,6.827968702706175e-05,6.827968693723511e-05,0.00044778938172385097,0.0004477893759030849
55,6.98288499228915e-05,6.982884987797818e-05,0.0004927164292894304,0.0004927164292894304
56,6.567653699563874e-05,6.567653672615882e-05,0.00045126305194571615,0.00045126305194571615
57,6.912168707155313e-05,6.912168698172649e-05,0.0004476955335121602,0.0004476955335121602
58,6.264944044861621e-05,6.264944040370289e-05,0.00045923300785943866,0.00045923300785943866
59,6.567938867697699e-05,6.567938854223703e-05,0.0004714728333055973,0.0004714728333055973
60,6.035099840467152e-05,6.0350998314844884e-05,0.0004373217583633959,0.00043732175254262984
61,5.619727582800099e-05,5.619727605256758e-05,0.00044543517869897185,0.00044543518451973797
62,5.68539058063093e-05,5.685390589613594e-05,0.00045080719864927233,0.00045080719864927233
63,5.23978327871674e-05,5.239783274225408e-05,0.00045293279108591376,0.00045293279108591376
64,5.4741500881155606e-05,5.474150056676238e-05,0.00048759113415144386,0.00048759113415144386
65,5.579372597743332e-05,5.579372606725995e-05,0.00045245877117849886,0.00045245877699926493
66,5.478526581111824e-05,5.478526567637828e-05,0.0005074951506685466,0.0005074951564893127
67,4.840470770701628e-05,4.840470779684292e-05,0.000500412390101701,0.000500412390101701
68,4.543107130347728e-05,4.5431071168737325e-05,0.0004571585450321436,0.0004571585392113775
69,4.529812758846674e-05,4.529812765583672e-05,0.0004396830569021404,0.0004396830510813743
70,4.479001872374441e-05,4.479001888094102e-05,0.00045404649572446944,0.00045404649572446944
71,4.39285462180348e-05,4.392854628540478e-05,0.00046300099929794667,0.0004630010051187128
72,4.9076691976989864e-05,4.907669179733659e-05,0.0004484757489990443,0.0004484757431782782
73,4.530048228147796e-05,4.5300482056911366e-05,0.00043002169695682824,0.00043002170859836043
74,4.29997149852024e-05,4.299971482800579e-05,0.0004686179687269032,0.0004686179629061371
75,4.433376259974601e-05,4.4333762420092734e-05,0.00044428770779632033,0.00044428770779632033
76,4.115287049865367e-05,4.115287049865367e-05,0.00044441731297411023,0.00044441731879487636
77,3.863582792235567e-05,3.863582787744235e-05,0.0004445606435183436,0.00044456064933910965
78,3.718817346071089e-05,3.718817341579757e-05,0.0004244328243657947,0.0004244328243657947
79,3.6265326635646176e-05,3.626532652336288e-05,0.0004358610894996673,0.0004358610836789012
80,3.757454268688215e-05,3.757454261951217e-05,0.0004106632142793387,0.0004106632142793387
81,3.546849265946133e-05,3.546849274928797e-05,0.00042398966616019607,0.00042398966616019607
82,3.692561042470639e-05,3.692561044716305e-05,0.000447353656636551,0.00044735366245731714
83,3.0572858358263385e-05,3.0572858290893406e-05,0.00041164031717926263,0.00041164031135849656
84,2.9520427334419866e-05,2.9520427424246504e-05,0.000414660811657086,0.0004146608174778521
85,3.323855932570569e-05,3.3238559572728935e-05,0.0004092797520570457,0.0004092797520570457
86,3.459418904741243e-05,3.459418893512913e-05,0.00042272993014194073,0.0004227299243211746
87,3.234204005922139e-05,3.234204008167805e-05,0.0004048712260555476,0.0004048712260555476
88,3.1628480810243754e-05,3.162848085515707e-05,0.00041722519090399147,0.00041722519672475754
89,3.071304499714227e-05,3.071304504205559e-05,0.0004196388239506632,0.0004196388181298971
90,3.006871834876631e-05,3.0068718573332904e-05,0.00044591413461603224,0.00044591413461603224
91,3.274085755060415e-05,3.274085746077752e-05,0.0004113430273719132,0.0004113430331926793
92,3.1534742402634296e-05,3.1534742492460934e-05,0.00043586899992078545,0.0004358689941000193
93,3.0253620507996127e-05,3.025362037325617e-05,0.0004158886324148625,0.0004158886324148625
94,2.7919441430483094e-05,2.7919441340656456e-05,0.00040917888400144876,0.00040917887818068264
95,2.7743535229316798e-05,2.7743535296686777e-05,0.0004225761687848717,0.0004225761687848717
96,2.755679905717836e-05,2.75567990347217e-05,0.00041618426330387593,0.00041618426330387593
97,2.5256690470861805e-05,2.5256690482090134e-05,0.00041551797185093167,0.00041551796603016554
98,2.6264081093864257e-05,2.626408102649428e-05,0.0004248261917382479,0.00042482618591748177
99,2.797581166507573e-05,2.797581159770575e-05,0.0004761182644870132,0.0004761182761285454
100,2.6598186734729637e-05,2.6598186847012934e-05,0.00040680335951037705,0.000406803353689611
101,2.617178039526837e-05,2.617178044018169e-05,0.00042352578602731226,0.00042352578602731226
102,2.646558531534852e-05,2.6465585225521887e-05,0.00043524031643755735,0.00043524031643755735
103,2.348480412354233e-05,2.3484804056172352e-05,0.00041334682609885933,0.00041334682609885933
104,2.392137141641011e-05,2.3921371506236747e-05,0.00041461826185695827,0.00041461826767772434
105,2.4554131784868702e-05,2.4554131706270394e-05,0.0004055457131471485,0.0004055457073263824
106,2.5135655836672895e-05,2.5135655780531246e-05,0.0004242769617121667,0.0004242769617121667
107,2.339243266401298e-05,2.3392432551729683e-05,0.0004335030622314662,0.0004335030622314662
108,2.281989747396797e-05,2.281989746273964e-05,0.0004078611789736897,0.0004078611789736897
109,2.212647323625631e-05,2.2126473079059692e-05,0.00043626726255752146,0.00043626726837828753
110,2.44600991276524e-05,2.446009915010906e-05,0.0004140036355238408,0.0004140036355238408
111,2.2767245534424424e-05,2.2767245433369457e-05,0.000414061191258952,0.00041406118543818593
112,2.0364761305110597e-05,2.0364761305110597e-05,0.0004063869419042021,0.00040638693608343603
113,2.0534391521244817e-05,2.0534391566158133e-05,0.0004077310499269515,0.00040773104410618544
114,2.1244668527355384e-05,2.1244668448757075e-05,0.0004159009782597423,0.0004159009782597423
115,2.1397537721772276e-05,2.1397537845283903e-05,0.00042682374478317795,0.00042682374478317795
116,2.501911234346299e-05,2.501911225363635e-05,0.0004184841003734618,0.0004184841003734618
117,2.2440969441510034e-05,2.2440969452738364e-05,0.00040366662433370947,0.0004036666185129434
118,2.1636781201340017e-05,2.1636781223796676e-05,0.00040353487129323183,0.00040353487129323183
119,2.329258734755934e-05,2.3292587448614306e-05,0.00043804272427223624,0.00043804272427223624
120,2.3675741577329817e-05,2.3675741509959838e-05,0.00040035530691966413,0.00040035530691966413
121,1.9362988024551197e-05,1.936298795718122e-05,0.0003969164623413235,0.0003969164565205574
122,1.935512996787122e-05,1.935512991172957e-05,0.0003932847175747156,0.0003932847175747156
123,1.737045306386498e-05,1.7370452985266672e-05,0.00038836144958622756,0.00038836144376546143
124,2.0833375339951785e-05,2.0833375306266796e-05,0.00042820590315386655,0.0004282059089746326
125,2.1514523532572143e-05,2.1514523566257133e-05,0.0004155988106504083,0.0004155988106504083
126,1.619547735269104e-05,1.619547738637603e-05,0.0004040971689391881,0.0004040971689391881
127,1.726771559917302e-05,1.726771557671636e-05,0.00040195568581111727,0.00040195568581111727
128,1.6264475707879527e-05,1.6264475786477835e-05,0.0004074898490216583,0.0004074898373801261
129,1.573192578992651e-05,1.573192574501319e-05,0.0003989235730841756,0.0003989235789049417
130,1.426901925932961e-05,1.426901923687295e-05,0.0004037284350488335,0.0004037284292280674
131,1.7271002254773643e-05,1.7271002187403668e-05,0.00039789839647710326,0.0003978984022978693
132,1.951973174499595e-05,1.951973173376762e-05,0.0004035153484437615,0.0004035153484437615
133,1.5918296367651495e-05,1.5918296311509846e-05,0.0003992260259110481,0.00039922602009028195
134,1.4760113162431222e-05,1.4760113218572871e-05,0.00040941465995274483,0.00040941465995274483
135,1.8601280530281568e-05,1.8601280519053238e-05,0.0003977640881203115,0.0003977640881203115
136,1.8332917388312282e-05,1.8332917343398963e-05,0.00045677781454287467,0.00045677782618440687
137,1.6804027982738106e-05,1.6804027982738106e-05,0.000402160658268258,0.000402160658268258
138,1.425799301715516e-05,1.4257992961013512e-05,0.0003897972172126174,0.0003897972113918513
139,1.569900658428252e-05,1.569900661796751e-05,0.0003946069162338972,0.0003946069162338972
140,1.6081490190836233e-05,1.608149025820621e-05,0.00039966872427612545,0.00039966872427612545
141,1.5707242968301776e-05,1.5707243001986765e-05,0.00039585272897966204,0.00039585272315889597
142,1.40743916711438e-05,1.4074391626230481e-05,0.00040212892927229407,0.00040212892345152794
143,1.6295476261465984e-05,1.6295476250237654e-05,0.00042041612905450163,0.00042041612905450163
144,1.4972902057325197e-05,1.4972902079781856e-05,0.00040428030770272015,0.00040428030770272015
145,1.4080730478680278e-05,1.4080730501136937e-05,0.0004016783961560577,0.00040167840197682383
146,1.560565467823633e-05,1.560565470069299e-05,0.0003969842044170946,0.0003969842044170946
147,1.4564897164858355e-05,1.4564897209771674e-05,0.00041454617166891694,0.000414546177489683
148,1.44649542966767e-05,1.44649542966767e-05,0.00039568054489791393,0.00039568055071868
149,1.401017331694293e-05,1.4010173283257941e-05,0.0004019470070488751,0.000401947001228109
150,1.5849387592076967e-05,1.584938750225033e-05,0.0004235699831042439,0.00042356997728347777
151,1.4216308595621988e-05,1.4216308573165328e-05,0.0003941686300095171,0.00039416863583028314
152,1.3908958963939869e-05,1.390895893025488e-05,0.0004076195938978344,0.0004076195938978344
153,1.5312662408514706e-05,1.5312662408514706e-05,0.00039638010202907025,0.0003963800962083042
154,1.4352132983517943e-05,1.4352132994746273e-05,0.00038870557909831405,0.00038870557909831405
155,1.362750728371737e-05,1.3627507272489041e-05,0.00039900456904433667,0.0003990045748651028
156,1.4298708366469429e-05,1.4298708377697759e-05,0.00038722920580767093,0.00038722920580767093
157,1.3589546148225817e-05,1.3589546142611653e-05,0.0003900511423125863,0.0003900511423125863
158,1.4587760649001323e-05,1.4587760581631345e-05,0.00043252796167507767,0.00043252796167507767
159,1.2117579719842193e-05,1.2117579697385534e-05,0.0003935597895178944,0.0003935597895178944
160,1.2627733038827478e-05,1.2627733083740797e-05,0.00041453184094280003,0.00041453184676356616
161,1.2304053710483268e-05,1.230405366556995e-05,0.0004107584129087627,0.0004107584129087627
162,1.2596119525111179e-05,1.2596119468969532e-05,0.0003974408784415573,0.0003974408726207912
163,1.2589310407758917e-05,1.2589310452672236e-05,0.00040159659110940995,0.00040159659110940995
164,1.255396957141649e-05,1.255396959387315e-05,0.000386439444264397,0.000386439444264397
165,1.2781402678408569e-05,1.278140265595191e-05,0.00039085543248802425,0.0003908554266672581
166,1.323357595717908e-05,1.3233575934722423e-05,0.00037968281540088353,0.00037968281540088353
167,1.1437121311583152e-05,1.1437121339653974e-05,0.00038734936388209464,0.0003873493755236268
168,1.1674909869107966e-05,1.1674909902792955e-05,0.0004080164653714746,0.0004080164653714746
169,1.1738055187985689e-05,1.1738055187985689e-05,0.00040347909671254454,0.00040347909671254454
170,1.1470559019033789e-05,1.1470558996577129e-05,0.00041615410591475663,0.00041615410591475663
171,1.2531398102442768e-05,1.2531398124899427e-05,0.0003990750061348081,0.0003990750061348081
172,1.2115222691338406e-05,1.2115222668881746e-05,0.0003916058107279241,0.0003916058107279241
173,1.164507090868062e-05,1.164507085253897e-05,0.0003850742883514613,0.0003850742941722274
174,1.0963231966062593e-05,1.0963231994133417e-05,0.00039348074933514,0.00039348074933514
175,1.1937712613108028e-05,1.1937712607493863e-05,0.0003824094426818192,0.0003824094485025853
176,1.1336805601101254e-05,1.1336805668471231e-05,0.00039984738104976715,0.00039984738104976715
177,1.1056153518304066e-05,1.10561535126899e-05,0.0003903983044438064,0.0003903983102645725
178,9.90391990180123e-06,9.903919963557043e-06,0.00039507990586571393,0.00039507990586571393
179,1.0873971371404844e-05,1.0873971354562349e-05,0.00040734896319918337,0.00040734895737841724
180,1.1673406788759166e-05,1.167340681682999e-05,0.0003919025301001966,0.0003919025359209627
181,1.0688608188187864e-05,1.0688608244329513e-05,0.00038380224723368885,0.0003838022530544549
182,1.0089340248444465e-05,1.0089340248444465e-05,0.0003772871918044984,0.0003772871918044984
183,1.035152810665615e-05,1.035152808419949e-05,0.00039110564393922685,0.00039110564393922685
184,1.1226243102246821e-05,1.1226243046105173e-05,0.0003833688911981881,0.0003833688911981881
185,1.135438001986103e-05,1.1354380025475195e-05,0.0003941682924050838,0.0003941682924050838
186,1.0378646964926264e-05,1.0378646987382924e-05,0.000394776277244091,0.000394776277244091
187,9.779404328223735e-06,9.77940431138124e-06,0.00039385000127367675,0.00039385000127367675
188,9.620712352230323e-06,9.620712329773664e-06,0.0003847097104880959,0.0003847097046673298
189,1.0114764718085176e-05,1.0114764712471011e-05,0.0003856601775623858,0.0003856601717416197
190,1.0719419353538089e-05,1.0719419392837243e-05,0.0003866335668135434,0.00038663357263430954
191,1.0715507201377567e-05,1.0715507257519216e-05,0.0003941395785659552,0.00039413958438672125
192,1.0657945888032159e-05,1.0657945910488818e-05,0.00039177665603347124,0.00039177665603347124
193,1.0575081135211354e-05,1.0575081152053848e-05,0.00037590746069326997,0.0003759074548725039
194,9.851543993899673e-06,9.851544010742168e-06,0.0003778190060984343,0.0003778190060984343
195,9.528613988134756e-06,9.528613993748921e-06,0.0003913600347004831,0.0003913600347004831
196,9.65510811129431e-06,9.655108105680146e-06,0.0003828543878626078,0.0003828543878626078
197,8.915881866369653e-06,8.915881900054642e-06,0.00037444898625835774,0.00037444898625835774
198,1.007143441992086e-05,1.007143443114919e-05,0.0003817130113020539,0.00038171301712282003
199,9.538829864915763e-06,9.53882988737242e-06,0.00038674119859933854,0.00038674119859933854
200,1.0696480173610775e-05,1.0696480139925786e-05,0.0003925024124328047,0.0003925024124328047
201,9.631029508544784e-06,9.63102949170229e-06,0.0003838553151581436,0.0003838553151581436
202,9.470203229194553e-06,9.470203251651213e-06,0.0003951946040615439,0.0003951946040615439
203,9.676178083113714e-06,9.67617805504289e-06,0.00038814141880720853,0.00038814140716567633
204,8.896177197680061e-06,8.89617724259338e-06,0.0003760035615414381,0.0003760035615414381
205,9.465586448820915e-06,9.465586448820915e-06,0.0003925552242435515,0.0003925552184227854
206,9.139017565982535e-06,9.1390175715967e-06,0.0003840452758595347,0.00038404527003876865
207,9.850241900651635e-06,9.850241956793284e-06,0.00037996558821760116,0.0003799655823968351
208,8.953171261425638e-06,8.953171261425638e-06,0.0003907492966391146,0.0003907493082806468
209,9.0180831390216e-06,9.018083144635764e-06,0.0003948247816879302,0.0003948247816879302
210,8.686038856669458e-06,8.686038856669458e-06,0.00037547521642409263,0.00037547522224485875
211,8.237061564737635e-06,8.23706154789514e-06,0.0003760911349672824,0.0003760911349672824
212,7.440612888684781e-06,7.4406129055272756e-06,0.000372016552137211,0.00037201654631644485
213,8.698237650852756e-06,8.69823769015191e-06,0.0003770353039726615,0.0003770352981518954
214,8.907780559156105e-06,8.90778054231361e-06,0.0003806555061601102,0.0003806555061601102
215,8.475736542746789e-06,8.475736548360954e-06,0.0003891324740834534,0.0003891324740834534
216,8.425202698466213e-06,8.425202698466213e-06,0.00037670813617296517,0.00037670813617296517
217,9.519444187457406e-06,9.519444181843242e-06,0.0003842607547994703,0.00038426074897870424
218,9.080092134096093e-06,9.080092122867765e-06,0.0003766552428714931,0.0003766552545130253
219,8.576848336186815e-06,8.576848375485969e-06,0.0003840373770799488,0.0003840373829007149
220,9.63433182205111e-06,9.634331833279438e-06,0.00038721855380572376,0.0003872185596264899
221,8.888656709502726e-06,8.888656698274397e-06,0.0003866636310704052,0.0003866636310704052
222,8.259574517271378e-06,8.259574528499708e-06,0.0003805192478466779,0.0003805192420259118
223,8.300289535349923e-06,8.300289546578252e-06,0.0003745290508959442,0.0003745290392544121
224,1.0083211674538217e-05,1.0083211657695722e-05,0.00039320572395808997,0.00039320572395808997
225,7.549488420835711e-06,7.549488437678205e-06,0.0003718343621585518,0.0003718343621585518
226,7.944884642980739e-06,7.944884687894058e-06,0.0003743750974535942,0.0003743751149158925
227,7.82927484994425e-06,7.829274833101756e-06,0.0003896637877915055,0.00038966378197073935
228,8.920102421446549e-06,8.92010239898989e-06,0.0004026777227409184,0.0004026777227409184
229,7.762870191184863e-06,7.762870196799028e-06,0.0003877786744851619,0.0003877786686643958
230,7.10149311370189e-06,7.101493091245231e-06,0.0003647405217634514,0.00036474052467383444
231,7.593895807750178e-06,7.593895824592673e-06,0.00037490811664611103,0.0003749081224668771
232,7.062277728874943e-06,7.062277734489108e-06,0.00036925235181115566,0.0003692523459903896
233,7.622778911702623e-06,7.622778934159281e-06,0.00039355282206088305,0.00039355282206088305
234,6.876790231206227e-06,6.876790231206227e-06,0.00037839542492292824,0.0003783954191021621
235,6.681023197741546e-06,6.681023169670723e-06,0.00039023811696097254,0.00039023811696097254
236,7.269914869629034e-06,7.269914903314022e-06,0.00037486872170120476,0.0003748687275219709
237,7.18758831871925e-06,7.187588301876756e-06,0.00037413706304505466,0.0003741370688658208
238,8.155929927055201e-06,8.155929921441036e-06,0.000371302425628528,0.0003713024314492941
239,7.922807897018544e-06,7.92280789140438e-06,0.00037413616664707663,0.0003741361724678427
240,7.306168007755647e-06,7.306167996527317e-06,0.000371551769785583,0.000371551769785583
241,7.716999783794709e-06,7.716999766952214e-06,0.0003861075907479972,0.0003861075907479972
242,7.732823425253572e-06,7.732823408411077e-06,0.0003892520791850984,0.00038925207336433233
243,7.69421088383145e-06,7.69421088383145e-06,0.00037177656195126475,0.00037177656195126475
244,6.524005303943363e-06,6.524005320785857e-06,0.0003730278695002198,0.0003730278695002198
245,6.4325313809447074e-06,6.432531386558872e-06,0.00037382657174021003,0.00037382657756097616
246,7.139931745140204e-06,7.139931722683544e-06,0.0003824537678156048,0.0003824537736363709
247,7.4161766524075235e-06,7.416176658021688e-06,0.0003771874646190554,0.0003771874762605876
248,7.228455228027154e-06,7.228455239255484e-06,0.00039695326122455297,0.0003969532670453191
249,7.867803745924633e-06,7.867803762767127e-06,0.00037452918477356436,0.00037452917313203217
